time,tau_ref_traj,t_ld ,q_gear_meas,dq_meas,q_spring_meas,tau_sensor,rt_current,tau_esti,tau_mod
0.007454,0.0121723,0.157488,0.217538,0.0670158,-0.0120801,5.267,-16.1882,0.157488,4.60481
0.013043,0.038328,-0.191814,0.216867,-0.315137,-0.0115049,4.59374,-14.3294,-0.191814,4.59083
0.029353,0.0868441,-0.197714,0.215141,-0.494517,-0.0102585,2.35412,-11.1882,-0.197714,4.55487
0.035189,0.133856,-0.200978,0.208238,-0.400081,-0.00479369,1.79078,3.31765,-0.200978,4.41088
0.040832,0.157099,-0.202256,0.206129,-0.32693,-0.00335558,-0.43052,-0.294118,-0.202256,4.36684
0.057461,0.182042,-0.202213,0.204403,-0.292415,-0.00249272,-0.5954,-3.22353,-0.202213,4.33079
0.066191,0.268555,-0.204472,0.200184,-0.261831,-0.00172573,-0.6641,-4.09412,-0.204472,4.24262
0.087052,0.29515,-0.152602,0.197979,-0.227988,-0.00210922,-0.1603,-3.28235,-0.152602,4.1965
0.094311,0.390747,-0.244049,0.19261,-0.308714,-0.0040267,0.20152,-6.8,-0.244049,4.08413
0.100257,0.416784,-0.251019,0.190214,-0.363649,-0.00450607,1.58468,-3.22353,-0.251019,4.03393
0.113187,0.442233,-0.257277,0.188009,-0.421557,-0.00460194,1.76788,-4.87059,-0.257277,3.98772
0.126255,0.529708,-0.28303,0.182448,-0.496051,-0.00498544,1.9007,-5.83529,-0.28303,3.8711
0.133149,0.559252,-0.30309,0.175833,-0.630945,-0.00469782,1.49308,-4.6,-0.30309,3.73222
0.150481,0.585769,-0.305521,0.17171,-0.608223,-0.00431432,1.11752,-5.58824,-0.305521,3.64559
0.157654,0.664915,-0.322281,0.161931,-0.609086,-0.0040267,0.88852,-3.11765,-0.322281,3.43984
0.163901,0.692915,-0.338708,0.157521,-0.686552,-0.00441019,0.8015,-6.81176,-0.338708,3.34694
0.189765,0.720604,-0.343701,0.153877,-0.674856,-0.00450607,0.76486,-5.71765,-0.343701,3.27015
0.208117,0.850863,-0.377575,0.136045,-0.681567,-0.00431432,0.7328,-4.23529,-0.377575,2.89368
0.220252,0.929183,-0.396426,0.123677,-0.749254,-0.00488956,1.33736,-2.44706,-0.396426,2.63203
0.230146,0.970803,-0.404284,0.114665,-0.785494,-0.00479369,1.67628,-2.44706,-0.404284,2.44111
0.242212,1.02113,-0.411544,0.107379,-0.852797,-0.00527306,1.65796,-6.35294,-0.411544,2.28661
0.251673,1.06658,-0.416905,0.0975995,-0.84762,-0.00508131,1.44728,-6.8,-0.416905,2.07906
0.261582,1.10276,-0.420837,0.0891626,-0.82068,-0.00450607,1.04882,-1.78824,-0.420837,1.89983
0.270975,1.15984,-0.423776,0.082068,-0.835828,-0.00441019,0.94348,-5.45882,-0.423776,1.74902
0.280981,1.2037,-0.426595,0.0741104,-0.812339,-0.00460194,1.13584,-4.70588,-0.426595,1.57976
0.290207,1.24357,-0.429029,0.0659612,-0.842155,-0.00431432,1.0305,-1.42353,-0.429029,1.40631
0.299935,1.28308,-0.432786,0.0591541,-0.80208,-0.00460194,1.12668,-4.81176,-0.432786,1.26136
0.307986,1.3181,-0.436972,0.0514842,-0.845223,-0.00498544,1.18164,-5.08235,-0.436972,1.09797
0.31561,1.35432,-0.441729,0.0448689,-0.824131,-0.00479369,1.08088,-3.91765,-0.441729,0.956992
0.321574,1.37993,-0.445779,0.0392124,-0.773797,-0.00460194,0.94348,0.588235,-0.445779,0.836412
0.331242,1.42031,-0.452468,0.0346104,-0.791534,-0.00450607,1.10378,-2.82353,-0.452468,0.738293
0.340272,1.4605,-0.459721,0.0270364,-0.796807,-0.00469782,1.37858,-4.49412,-0.459721,0.576772
0.346585,1.48766,-0.465521,0.0204211,-0.772551,-0.00479369,1.58468,-2.09412,-0.465521,0.43567
0.352408,1.51488,-0.470853,0.0160109,-0.763922,-0.00469782,1.603,0.247059,-0.470853,0.341591
0.363953,1.56302,-0.479354,0.0118884,-0.726532,-0.00498544,1.6717,-1.94118,-0.479354,0.253641
0.371591,1.59768,-0.485858,0.0036432,-0.773797,-0.00536893,1.74956,-5.67059,-0.485858,0.0777304
0.377466,1.62386,-0.490411,-0.00124636,-0.791151,-0.00527306,1.54804,-3.97647,-0.490411,-0.026592
