time,tau_ref_traj,t_ld ,q_gear_meas,dq_meas,q_spring_meas,tau_sensor,rt_current,tau_esti,tau_mod
0.007666,0.019188,-0.0849931,0.106612,0.0464029,-0.00709466,2.35412,-9.41177,-0.0849931,2.27034
0.014623,0.0474337,-0.114698,0.10642,-0.188776,-0.00671117,1.89154,-9.97647,-0.114698,2.26627
0.026009,0.0888015,-0.131334,0.105174,-0.27372,-0.00556068,0.93432,-4.09412,-0.131334,2.23982
0.032867,0.123906,-0.136402,0.102393,-0.244766,-0.00316384,-0.21068,-0.917647,-0.136402,2.18082
0.040206,0.159988,-0.13939,0.100955,-0.190118,-0.00201335,-0.74654,-2.4,-0.13939,2.1503
0.052257,0.204003,-0.144343,0.0998046,-0.138442,-0.00124636,-1.00302,0.894118,-0.144343,2.12588
0.060778,0.24494,-0.143881,0.0986541,-0.0372949,-0.00115049,-0.78776,0,-0.143881,2.10145
0.067819,0.27961,-0.151469,0.0985583,-0.0354733,-0.0018216,-0.0229,-0.282353,-0.151469,2.09941
0.075453,0.313398,-0.15823,0.0985583,-0.0269405,-0.00268447,0.5725,3.91765,-0.15823,2.09941
0.085506,0.355776,-0.165983,0.0985583,-0.00834102,-0.0036432,1.15416,-1.92941,-0.165983,2.09941
0.093446,0.391231,-0.179863,0.0981748,-0.0725765,-0.00460194,1.66254,-5.04706,-0.179863,2.09127
0.103033,0.431812,-0.193965,0.0974078,-0.130772,-0.00498544,1.86864,-3.8,-0.193965,2.07498
0.114436,0.475637,-0.206288,0.0961614,-0.163177,-0.00508131,1.832,-2.02353,-0.206288,2.04852
0.122695,0.517575,-0.217254,0.0940522,-0.186187,-0.00479369,1.66712,-2.47059,-0.217254,2.00372
0.131581,0.557223,-0.225605,0.0925182,-0.18379,-0.00460194,1.374,-0.588235,-0.225605,1.97113
0.138273,0.585334,-0.22997,0.0909842,-0.162506,-0.00441019,1.26866,-0.8,-0.22997,1.93854
0.149408,0.629814,-0.239484,0.0898337,-0.162794,-0.00431432,1.29156,0.0352941,-0.239484,1.9141
0.159123,0.676134,-0.248449,0.088108,-0.15196,-0.00450607,1.50224,0.0470588,-0.248449,1.87742
0.167723,0.714273,-0.256282,0.0866699,-0.150042,-0.00450607,1.72208,-1.83529,-0.256282,1.84686
0.180065,0.758224,-0.264607,0.0853277,-0.139688,-0.00479369,1.94192,-0.152941,-0.264607,1.81832
0.186264,0.794677,-0.27301,0.0836978,-0.153206,-0.00508131,2.12512,-1.44706,-0.27301,1.78367
0.192662,0.818627,-0.278492,0.0827391,-0.162698,-0.00517719,2.17092,-1.02353,-0.278492,1.76329
0.19919,0.850743,-0.2856,0.0816845,-0.173436,-0.00517719,2.15718,0.458824,-0.2856,1.74086
0.20631,0.882239,-0.290651,0.0807257,-0.156945,-0.00517719,2.10222,-1,-0.290651,1.72048
0.212262,0.908316,-0.296329,0.0794794,-0.166533,-0.00527306,2.11138,-0.717647,-0.296329,1.69397
0.21942,0.939577,-0.302254,0.0787124,-0.166149,-0.00517719,2.08848,-1.41176,-0.302254,1.67766
0.223678,0.957893,-0.304147,0.0775619,-0.142181,-0.00527306,2.07016,1.01176,-0.304147,1.65318
0.230179,0.985744,-0.3085,0.0769867,-0.129142,-0.00527306,2.0839,-0.682353,-0.3085,1.64095
0.240495,1.00473,-0.311035,0.0762197,-0.11409,-0.00527306,2.11138,0.435294,-0.311035,1.62463
0.244885,1.04981,-0.317379,0.0749733,-0.0851359,-0.00546481,2.20756,-0.658824,-0.317379,1.59812
0.249095,1.06833,-0.320183,0.0746857,-0.0770825,-0.00556068,2.35412,2.37647,-0.320183,1.592
0.255861,1.09761,-0.324699,0.0743022,-0.0666323,-0.00565655,2.35412,1.67059,-0.324699,1.58384
0.263024,1.12896,-0.329708,0.0739187,-0.0596335,-0.0058483,2.35412,1.09412,-0.329708,1.57568
0.26937,1.15622,-0.334614,0.0734393,-0.063852,-0.00594418,2.35412,1.03529,-0.334614,1.56548
0.273726,1.17563,-0.337899,0.0730558,-0.0644272,-0.00604005,2.35412,-0.2,-0.337899,1.55732
0.279739,1.20192,-0.342154,0.0727682,-0.0631808,-0.00604005,2.35412,0.388235,-0.342154,1.5512
0.286743,1.23231,-0.346871,0.0723847,-0.060017,-0.00594418,2.35412,-0.0588235,-0.346871,1.54304
0.29403,1.26418,-0.351949,0.0720012,-0.0609757,-0.0058483,2.35412,1.03529,-0.351949,1.53487
0.300213,1.29056,-0.35552,0.0716177,-0.0523471,-0.00575243,2.25336,1.29412,-0.35552,1.52671
0.308106,1.32535,-0.360038,0.0713301,-0.0395,-0.00565655,2.0839,1.24706,-0.360038,1.52059
0.312297,1.34388,-0.3618,0.0711384,-0.022051,-0.00565655,2.08848,2.36471,-0.3618,1.51651
0.319255,1.37451,-0.366148,0.0711384,-0.0202294,-0.00565655,2.10222,2.98824,-0.366148,1.51651
0.325999,1.40309,-0.369001,0.0712342,0.00162985,-0.00575243,2.20298,2.54118,-0.369001,1.51855
0.331508,1.42785,-0.371654,0.0713301,0.0162027,-0.00575243,2.27168,3.45882,-0.371654,1.52059
0.339666,1.46329,-0.376346,0.071426,0.0185995,-0.0058483,2.29916,4.04706,-0.376346,1.52263
0.343909,1.48175,-0.378569,0.0716177,0.0229138,-0.0058483,2.28542,4.38824,-0.378569,1.52671
0.355329,1.53159,-0.384636,0.0718095,0.0299126,-0.00575243,2.24878,4.04706,-0.384636,1.53079
0.359678,1.55045,-0.38625,0.072193,0.0444854,-0.00575243,2.15718,4.38824,-0.38625,1.53895
0.368019,1.5864,-0.390413,0.0722888,0.0492791,-0.00575243,2.1526,4.09412,-0.390413,1.541
0.372316,1.60536,-0.392231,0.0727682,0.0582913,-0.00575243,2.16176,4,-0.392231,1.5512
0.380273,1.63997,-0.396192,0.0730558,0.0601129,-0.00575243,2.15718,4.84706,-0.396192,1.55732
0.384617,1.65878,-0.398425,0.0735352,0.0583871,-0.00575243,2.09306,5.10588,-0.398425,1.56752
0.394416,1.7014,-0.402938,0.0738228,0.0629891,-0.00565655,2.02436,6.76471,-0.402938,1.57364
0.399689,1.72357,-0.404592,0.0744939,0.0786165,-0.00565655,1.97398,5.54118,-0.404592,1.58792
0.403998,1.74304,-0.40636,0.0748774,0.0850401,-0.00565655,1.9694,4.89412,-0.40636,1.59608
0.408164,1.76143,-0.407626,0.0752609,0.0991335,-0.00565655,1.9694,4.72941,-0.407626,1.60423
0.41478,1.77941,-0.408634,0.0756444,0.11735,-0.00565655,2.01062,5.16471,-0.408634,1.61239
0.419402,1.80893,-0.41105,0.0764114,0.130005,-0.00575243,2.09764,5.36471,-0.41105,1.62871
0.423661,1.82896,-0.412532,0.0770825,0.141222,-0.0058483,2.26252,5.6,-0.412532,1.64299
0.427774,1.84691,-0.414224,0.0776578,0.142852,-0.00594418,2.35412,3.87059,-0.414224,1.65522
0.431957,1.86487,-0.415881,0.0781371,0.144674,-0.00604005,2.35412,6.12941,-0.415881,1.66542
0.436504,1.88453,-0.417721,0.0787124,0.145441,-0.00604005,2.35412,6.75294,-0.417721,1.67766
0.440714,1.903,-0.419445,0.0793835,0.145632,-0.00613592,2.35412,5.44706,-0.419445,1.69193
0.447469,1.92129,-0.420853,0.0800546,0.152056,-0.00613592,2.35412,5.16471,-0.420853,1.7062
0.452291,1.95152,-0.423297,0.0810134,0.158863,-0.00613592,2.35412,4.70588,-0.423297,1.72659
0.456439,1.97159,-0.424645,0.0817804,0.169026,-0.00613592,2.35412,5.81176,-0.424645,1.7429
0.460446,1.98949,-0.425897,0.0824515,0.176504,-0.00613592,2.35412,5.68235,-0.425897,1.75717
0.464469,2.00686,-0.427237,0.0831226,0.180434,-0.00613592,2.35412,7.34118,-0.427237,1.77144
0.469483,2.02777,-0.428856,0.0836978,0.184461,-0.00613592,2.35412,6.23529,-0.428856,1.78367
0.481659,2.04664,-0.430449,0.0846566,0.184365,-0.00613592,2.35412,6.71765,-0.430449,1.80406
0.487358,2.10644,-0.434571,0.0866699,0.203348,-0.00613592,2.35412,5.54118,-0.434571,1.84686
0.491748,2.12536,-0.436186,0.0880121,0.20076,-0.00613592,2.35412,5.95294,-0.436186,1.87538
0.496145,2.14404,-0.437029,0.088875,0.216483,-0.00613592,2.35412,5.87059,-0.437029,1.89372
0.50079,2.16306,-0.438612,0.089642,0.21399,-0.00613592,2.35412,6.14118,-0.438612,1.91002
0.508165,2.18527,-0.440045,0.0906966,0.220989,-0.00613592,2.35412,6.07059,-0.440045,1.93243
0.512483,2.21563,-0.442127,0.0922306,0.22655,-0.0062318,2.35412,4.91765,-0.442127,1.96502
0.516995,2.23353,-0.443562,0.0933811,0.223961,-0.00632767,2.35412,4.98824,-0.443562,1.98946
0.521255,2.25311,-0.444845,0.0943398,0.22818,-0.00632767,2.35412,6.92941,-0.444845,2.00983
0.525785,2.27157,-0.446304,0.0952027,0.225208,-0.00632767,2.35412,7.2,-0.446304,2.02816
0.530026,2.29166,-0.447602,0.0963532,0.229234,-0.00642354,2.35412,9.16471,-0.447602,2.05259
0.537241,2.30952,-0.448703,0.0973119,0.233932,-0.00642354,2.35412,10.5765,-0.448703,2.07295
0.542133,2.34368,-0.450809,0.0992294,0.242177,-0.00642354,2.35412,6.05882,-0.450809,2.11366
0.548566,2.37203,-0.45247,0.100188,0.25071,-0.00642354,2.35412,6.81176,-0.45247,2.13402
0.554062,2.39528,-0.454123,0.101818,0.249176,-0.00632767,2.34038,5.54118,-0.454123,2.16861
0.55892,2.41641,-0.455212,0.102968,0.258955,-0.00642354,2.35412,5.90588,-0.455212,2.19303
0.569968,2.43597,-0.455907,0.104311,0.276692,-0.00642354,2.35412,6.58824,-0.455907,2.22152
0.577934,2.49914,-0.459617,0.107187,0.291169,-0.00642354,2.35412,5.98824,-0.459617,2.28254
0.583011,2.52041,-0.459826,0.1092,0.325779,-0.00642354,2.35412,7.27059,-0.459826,2.32524
0.587867,2.54263,-0.461429,0.11083,0.321657,-0.00642354,2.35412,6.23529,-0.461429,2.35981
0.592662,2.56341,-0.46299,0.112076,0.315617,-0.00651942,2.35412,4.87059,-0.46299,2.38623
0.608483,2.62288,-0.466556,0.113515,0.323574,-0.00661529,2.35412,6.69412,-0.466556,2.41672
0.613778,2.6549,-0.46887,0.118308,0.315233,-0.00680704,2.35412,8.24706,-0.46887,2.51831
0.618422,2.67346,-0.47033,0.119842,0.306413,-0.00690291,2.35412,5.71765,-0.47033,2.55081
0.622819,2.69358,-0.471925,0.12128,0.296154,-0.00690291,2.35412,6.12941,-0.471925,2.58127
0.637257,2.73989,-0.47478,0.122431,0.297305,-0.00680704,2.35412,5.01176,-0.47478,2.60564
0.642876,2.78056,-0.476055,0.127033,0.337284,-0.00671117,2.35412,7.27059,-0.476055,2.70306
0.64752,2.80139,-0.477429,0.128663,0.334791,-0.00680704,2.35412,6.10588,-0.477429,2.73755
0.652514,2.82241,-0.478643,0.130292,0.337763,-0.00690291,2.35412,4.96471,-0.478643,2.77203
0.667318,2.86993,-0.481632,0.131922,0.336325,-0.00690291,2.35412,6.08235,-0.481632,2.80651
0.672753,2.90968,-0.483583,0.136908,0.353199,-0.00699879,2.35412,5.28235,-0.483583,2.91192
0.677505,2.93032,-0.485315,0.138634,0.338051,-0.00709466,2.35412,5.43529,-0.485315,2.94839
0.682387,2.95077,-0.48681,0.140263,0.330285,-0.00709466,2.35412,10.3176,-0.48681,2.98282
0.695718,3.00047,-0.489808,0.141893,0.332778,-0.00719053,2.35412,8.08235,-0.489808,3.01725
0.702948,3.03883,-0.492182,0.146112,0.332874,-0.00719053,2.35412,6,-0.492182,3.10632
0.707606,3.06103,-0.494381,0.148413,0.304399,-0.00728641,2.35412,9.02353,-0.494381,3.15489
0.712096,3.08035,-0.495246,0.149947,0.316,-0.00719053,2.35412,6.81176,-0.495246,3.18725
0.727448,3.10037,-0.496053,0.151097,0.33134,-0.00709466,2.35412,-0.717647,-0.496053,3.21152
0.732951,3.16928,-0.499957,0.156178,0.345913,-0.00699879,2.35412,8.56471,-0.499957,3.31866
