time,q_meas,q_gear_meas ,dq_meas,q_spring_meas,tau_current,tau_sensor
0.007996,2.87621,2.87641,9.58738e-05,-0.0140934,9.74118,5.4731
0.015922,2.87621,2.87641,9.58738e-05,-0.0140934,9.74118,5.45478
0.024042,2.87621,2.87641,9.58738e-05,-0.0140934,9.75294,5.4502
0.031959,2.87621,2.87641,9.58738e-05,-0.0140934,9.72941,5.4502
0.039909,2.87621,2.87641,9.58738e-05,-0.0140934,9.74118,5.44104
0.047914,2.87621,2.87641,9.58738e-05,-0.0140934,9.75294,5.46394
0.056019,2.87621,2.8765,9.58738e-05,-0.0140934,9.69412,5.46394
0.063921,2.87621,2.87641,9.58738e-05,-0.0140934,9.72941,5.4731
0.071918,2.87621,2.87641,9.58738e-05,-0.0140934,9.74118,5.496
0.079916,2.87621,2.87641,9.58738e-05,-0.0140934,9.75294,5.50058
0.087985,2.87621,2.87641,9.58738e-05,-0.0140934,9.70588,5.50974
0.095922,2.87621,2.87641,0,-0.0140934,9.74118,5.50974
0.103918,2.87621,2.87641,0,-0.0140934,9.71765,5.51432
0.113432,2.87621,2.87641,0,-0.0140934,9.75294,5.50058
0.121012,2.87621,2.8765,0,-0.0140934,9.74118,5.50058
0.12892,2.87621,2.87641,0,-0.0140934,9.74118,5.48226
0.136917,2.87621,2.8765,0,-0.0140934,9.72941,5.47768
0.145037,2.87621,2.87641,0,-0.0140934,9.72941,5.48226
0.152963,2.87621,2.8765,0,-0.0140934,9.72941,5.4731
0.160916,2.87621,2.87641,0,-0.0140934,9.74118,5.46852
0.168919,2.87621,2.87641,0,-0.0140934,9.71765,5.48226
0.17701,2.87621,2.87641,0,-0.0140934,9.71765,5.48684
0.184946,2.87621,2.87641,0,-0.0140934,9.71765,5.496
0.19292,2.87621,2.87641,0,-0.0140934,9.74118,5.50516
0.200916,2.87621,2.8765,0,-0.0140934,9.71765,5.50974
0.209068,2.87621,2.87641,0,-0.0140934,9.71765,5.5189
0.21692,2.87621,2.87641,0,-0.0140934,9.75294,5.51432
0.224916,2.87621,2.87641,0,-0.0140934,9.74118,5.51432
0.232916,2.87621,2.87641,0,-0.0140934,9.74118,5.52348
0.240988,2.87621,2.87641,0,-0.0140934,9.75294,5.50974
0.24892,2.87621,2.87641,0,-0.0140934,9.75294,5.50058
0.256916,2.87621,2.87641,0,-0.0140934,9.74118,5.49142
0.264916,2.87621,2.8765,0,-0.0140934,9.75294,5.49142
0.272976,2.87621,2.87641,0,-0.0140934,9.74118,5.47768
0.280919,2.87621,2.87641,0,-0.0140934,9.70588,5.46394
0.288917,2.87621,2.8765,0,-0.0140934,9.75294,5.46852
0.298448,2.87621,2.87641,0,-0.0139976,9.71765,5.46394
0.306009,2.87621,2.87641,0,-0.0140934,9.70588,5.47768
0.313922,2.87621,2.8765,0,-0.0140934,9.74118,5.48226
0.321916,2.87621,2.8765,0,-0.0140934,9.72941,5.47768
0.330036,2.87621,2.87641,0,-0.0139976,9.72941,5.496
0.337962,2.87621,2.87641,0,-0.0140934,9.74118,5.50516
0.345919,2.87621,2.87641,0,-0.0140934,9.54118,5.50058
0.353917,2.87621,2.87641,0,-0.0139976,9.43529,5.50058
0.362,2.87621,2.87641,0,-0.0140934,9.15294,5.50974
0.369938,2.87621,2.87641,0,-0.0139976,9.17647,5.5189
0.377918,2.87621,2.87641,0,-0.0140934,8.87059,5.50058
0.385916,2.87621,2.87641,0,-0.0140934,8.88235,5.50974
0.39401,2.87621,2.87641,0,-0.0140934,8.84706,5.50516
0.40198,2.87621,2.87641,0,-0.0140934,8.88235,5.49142
0.409915,2.87621,2.87641,0,-0.0140934,8.62353,5.496
0.417988,2.87621,2.87641,0,-0.0140934,8.6,5.49142
0.426,2.87621,2.87641,0,-0.0139976,8.6,5.49142
0.433981,2.87621,2.8765,0,-0.0140934,8.62353,5.49142
0.441914,2.87621,2.87641,0,-0.0139976,8.6,5.496
0.44991,2.87621,2.87641,0,-0.0140934,8.61176,5.50058
0.457968,2.87621,2.87641,0,-0.0140934,8.6,5.496
0.465911,2.87621,2.8765,0,-0.0140934,8.6,5.50058
0.473918,2.87621,2.8765,0,-0.0140934,8.6,5.50974
0.483477,2.87621,2.87641,0,-0.0139976,8.6,5.50974
0.491013,2.87621,2.87641,0,-0.0139976,8.58823,5.50058
0.498919,2.87621,2.87641,0,-0.0140934,8.61176,5.50974
0.506916,2.87621,2.8765,0,-0.0140934,8.56471,5.50516
0.515034,2.87621,2.87641,0,-0.0139976,8.58823,5.50058
0.522963,2.87621,2.8765,0,-0.0140934,8.57647,5.50058
0.530919,2.87621,2.87641,0,-0.0139976,8.56471,5.496
0.538916,2.87621,2.87641,0,-0.0139976,8.34118,5.496
0.547001,2.87621,2.87641,0,-0.0139976,8.30588,5.496
0.554943,2.87621,2.87641,0,-0.0139976,8.29412,5.49142
0.562918,2.87621,2.87641,0,-0.0140934,8.10588,5.49142
0.570916,2.87621,2.87641,0,-0.0140934,8.04706,5.49142
0.578994,2.87621,2.87641,0,-0.0139976,8.04706,5.48684
0.586922,2.87621,2.87641,0,-0.0140934,8.03529,5.496
0.594916,2.87621,2.87641,0,-0.0139976,8.04706,5.496
0.602917,2.87621,2.87641,0,-0.0139976,7.77647,5.51432
0.610979,2.87621,2.8765,0,-0.0140934,7.76471,5.50974
0.61892,2.87621,2.87641,0,-0.0139976,7.74118,5.50974
0.626916,2.87621,2.87641,0,-0.0139976,7.75294,5.52348
0.634915,2.87621,2.87641,0,-0.0139976,7.76471,5.51432
0.642988,2.87621,2.87641,0,-0.0139976,7.67059,5.50974
0.650918,2.87621,2.87641,0,-0.0139976,7.54118,5.50516
0.659001,2.87621,2.87641,0,-0.0139976,7.32941,5.50058
0.66832,2.87621,2.87641,0,-0.0139976,7.24706,5.496
0.675001,2.87621,2.87641,0,-0.0139976,7.04706,5.49142
0.682922,2.87621,2.87641,0,-0.0139976,6.97647,5.49142
0.690921,2.87621,2.87641,0,-0.0139976,6.97647,5.496
0.699405,2.87621,2.87641,0,-0.0139976,6.95294,5.496
0.707012,2.87621,2.87641,0,-0.0139976,6.75294,5.49142
0.714924,2.87621,2.87641,0,-0.0139976,6.77647,5.48226
0.722918,2.87621,2.87641,0,-0.0139976,6.71765,5.48684
0.731041,2.87621,2.87641,0,-0.0139976,6.68235,5.48226
0.73895,2.87621,2.87641,-9.58738e-05,-0.0139976,6.69412,5.48684
0.74692,2.87612,2.87641,-9.58738e-05,-0.0139976,6.71765,5.48684
0.754918,2.87612,2.87641,-9.58738e-05,-0.0139976,6.68235,5.496
0.763056,2.87612,2.87641,-9.58738e-05,-0.0139976,6.68235,5.50058
0.770956,2.87612,2.87641,-9.58738e-05,-0.0139976,6.55294,5.49142
0.77892,2.87612,2.87641,-9.58738e-05,-0.0139976,6.50588,5.496
0.786974,2.87612,2.87641,-9.58738e-05,-0.0139976,6.37647,5.49142
0.795016,2.87612,2.87641,-0.000191748,-0.0139976,6.30588,5.47768
0.802922,2.87612,2.87641,-0.000191748,-0.0139976,6.30588,5.47768
0.810918,2.87612,2.87641,-0.000287621,-0.0139976,6.17647,5.48226
0.818917,2.87612,2.87641,-0.000287621,-0.0139976,6.12941,5.4731
0.826982,2.87612,2.87631,-0.000383495,-0.0139976,6,5.47768
0.834973,2.87612,2.87631,-0.000383495,-0.0139976,5.8,5.46852
0.842913,2.87612,2.87631,-0.000575243,-0.0139017,5.81176,5.44562
0.850964,2.87612,2.87631,-0.000671117,-0.0139017,5.54118,5.44104
0.858996,2.87602,2.87631,-0.000958738,-0.0139976,5.62353,5.44104
0.866909,2.87602,2.87631,-0.00124636,-0.0139976,5.56471,5.44562
0.874919,2.87602,2.87631,-0.00134223,-0.0139017,5.54118,5.4273
0.883447,2.87602,2.87631,-0.00143811,-0.0139976,5.54118,5.4273
0.891,2.87602,2.87631,-0.00153398,-0.0139976,5.42353,5.4273
0.899037,2.87602,2.87621,-0.00162985,-0.0139017,5.37647,5.4273
0.90817,2.87593,2.87621,-0.00172573,-0.0139017,5.21176,5.42272
0.916022,2.87593,2.87621,-0.0018216,-0.0139017,5.17647,5.4044
0.923911,2.87593,2.87621,-0.00201335,-0.0139017,5.14118,5.39524
0.932008,2.87593,2.87612,-0.00201335,-0.0139017,5.11765,5.4044
0.939915,2.87583,2.87612,-0.00910801,-0.0139017,4.23529,5.29448
0.947994,2.87564,2.87593,-0.0226262,-0.01371,4.32941,5.1983
0.955928,2.87545,2.87583,-0.0249272,-0.0136141,3.28235,5.10212
0.96403,2.87526,2.87554,-0.0240643,-0.0135182,3.4,5.04258
0.971933,2.87506,2.87545,-0.0201335,-0.0134223,2.95294,5.02884
0.98,2.87497,2.87526,-0.0187913,-0.0133265,3.01176,5.02884
0.987998,2.87478,2.87516,-0.01975,-0.0133265,3.16471,5.03342
0.995919,2.87458,2.87497,-0.0223386,-0.0133265,3.34118,5.038
1.00396,2.87439,2.87478,-0.0246396,-0.0132306,3.63529,5.05632
1.01199,2.8742,2.87458,-0.0229138,-0.0132306,3.6,5.1067
1.02,2.8741,2.87439,-0.0221468,-0.0132306,3.65882,5.14792
1.02792,2.87391,2.8742,-0.0232973,-0.0132306,3.58824,5.18914
1.03592,2.87372,2.87401,-0.0255024,-0.0132306,2.90588,5.20746
1.04398,2.87343,2.87372,-0.0255983,-0.0132306,3.14118,5.25784
1.05199,2.87334,2.87353,-0.0233932,-0.0131347,2.92941,5.30364
1.05992,2.87315,2.87343,-0.022818,-0.0132306,2.90588,5.34486
1.06847,2.87295,2.87324,-0.022818,-0.0132306,2.62353,5.36776
1.07601,2.87276,2.87305,-0.0194624,-0.0131347,4.12941,5.48226
1.08393,2.87276,2.87295,-0.0164903,-0.0132306,3.55294,5.62882
1.09192,2.87276,2.87295,-0.0156274,-0.0133265,3.78824,5.72958
1.10004,2.87276,2.87295,-0.0146687,-0.0134223,4.35294,5.7937
1.10796,2.87276,2.87295,-0.01371,-0.0135182,4.58824,5.82576
1.11598,2.87276,2.87295,-0.01371,-0.0135182,4.65882,5.7937
1.12394,2.87276,2.87295,-0.012943,-0.0134223,4.84706,5.73874
1.13203,2.87276,2.87295,-0.0120801,-0.0134223,5.63529,5.67004
1.14001,2.87276,2.87295,-0.0113131,-0.0134223,5.71765,5.60134
1.14794,2.87276,2.87305,-0.010642,-0.0133265,5.89412,5.51432
1.15593,2.87276,2.87295,-0.010642,-0.0133265,5.97647,5.43646
1.16404,2.87276,2.87305,-0.00997088,-0.0132306,6.11765,5.38608
1.17193,2.87276,2.87305,-0.00939563,-0.0132306,6.18824,5.34486
1.17993,2.87276,2.87295,-0.00872452,-0.0132306,6.24706,5.31738
1.18792,2.87276,2.87305,-0.00872452,-0.0132306,6.27059,5.2899
1.19599,2.87276,2.87305,-0.00824515,-0.0132306,6.4,5.29906
1.204,2.87276,2.87305,-0.00824515,-0.0132306,6.45882,5.32654
1.21192,2.87276,2.87305,-0.0076699,-0.0132306,6.52941,5.3357
1.21992,2.87276,2.87305,-0.00719053,-0.0132306,6.45882,5.34944
1.22799,2.87276,2.87295,-0.00719053,-0.0132306,6.48235,5.37692
1.23592,2.87276,2.87305,-0.00671117,-0.0132306,6.41176,5.38608
1.24392,2.87276,2.87305,-0.00632767,-0.0133265,6.45882,5.39066
1.25192,2.87276,2.87305,-0.00594418,-0.0133265,6.48235,5.38608
1.25998,2.87276,2.87305,-0.00556068,-0.0132306,6.38824,5.38608
1.26792,2.87276,2.87305,-0.00556068,-0.0132306,6.36471,5.36776
1.27592,2.87276,2.87305,-0.00527306,-0.0132306,6.34118,5.3357
1.28452,2.87276,2.87305,-0.00488956,-0.0132306,6.14118,5.32654
1.29201,2.87276,2.87305,-0.00460194,-0.0132306,6.23529,5.32196
1.29992,2.87276,2.87305,-0.00431432,-0.0132306,6.05882,5.30822
1.30792,2.87276,2.87305,-0.00431432,-0.0132306,6.14118,5.30364
1.31605,2.87276,2.87305,-0.0040267,-0.0132306,6.08235,5.32654
1.32396,2.87276,2.87305,-0.00383495,-0.0132306,5.77647,5.37234
1.33192,2.87276,2.87305,-0.00354733,-0.0132306,5.82353,5.41356
1.33992,2.87276,2.87305,-0.00335558,-0.0132306,5.83529,5.4502
1.34801,2.87276,2.87305,-0.00335558,-0.0133265,5.83529,5.48684
1.35594,2.87276,2.87305,-0.00316384,-0.0133265,5.88235,5.5189
1.36393,2.87276,2.87305,-0.00297209,-0.0133265,6.29412,5.54638
1.37192,2.87276,2.87305,-0.00278034,-0.0133265,6.08235,5.53722
1.38008,2.87276,2.87305,-0.00258859,-0.0133265,6.04706,5.52806
1.38792,2.87276,2.87305,-0.00258859,-0.0133265,5.97647,5.5189
1.39593,2.87276,2.87305,-0.00239685,-0.0133265,6,5.49142
1.40392,2.87276,2.87305,-0.00230097,-0.0133265,5.78824,5.4731
1.41199,2.87276,2.87305,-0.00210922,-0.0133265,5.57647,5.45936
1.41992,2.87276,2.87305,-0.00201335,-0.0132306,5.56471,5.4273
1.42792,2.87276,2.87305,-0.00201335,-0.0133265,5.35294,5.40898
1.43592,2.87276,2.87305,-0.00191748,-0.0132306,5.37647,5.3815
1.44399,2.87276,2.87305,-0.0018216,-0.0132306,5.47059,5.36776
1.45192,2.87276,2.87305,-0.00162985,-0.0132306,5.16471,5.34028
1.45992,2.87276,2.87305,-0.00153398,-0.0132306,4.96471,5.30822
1.46792,2.87276,2.87305,-0.00153398,-0.0132306,4.98824,5.30822
1.47599,2.87276,2.87305,-0.00143811,-0.0132306,4.91765,5.27616
1.48392,2.87276,2.87305,-0.00134223,-0.0131347,4.8,5.28532
1.49192,2.87276,2.87305,-0.00134223,-0.0132306,5.30588,5.28532
1.50042,2.87276,2.87305,-0.00124636,-0.0132306,5.30588,5.30364
1.50801,2.87276,2.87305,-0.00124636,-0.0132306,5.2,5.33112
1.51592,2.87276,2.87305,-0.00115049,-0.0132306,5.12941,5.34486
1.52392,2.87276,2.87305,-0.00105461,-0.0132306,5.10588,5.38608
1.53204,2.87276,2.87305,-0.00105461,-0.0132306,5.10588,5.41356
