time,tau_ref_traj,t_ld ,q_gear_meas,dq_meas,q_spring_meas,tau_sensor,rt_current,current_lpf,tau_mod
1.49394,-9.56288,0,-0.657023,0.0289539,0.0281869,-12.7645,-10.2941,0,-11.3995
1.50279,-9.55825,0,-0.656831,0.0188871,0.0281869,-12.8011,-9.09412,0,-11.3967
1.51169,-9.5536,0,-0.65664,0.0151481,0.0281869,-12.8698,-9.17647,0,-11.3939
1.52217,-9.5489,0,-0.656544,0.0155316,0.0282828,-12.9064,-7.88235,0,-11.3924
1.53072,-9.54362,0,-0.656256,0.0351857,0.0281869,-12.7874,-13.0941,0,-11.3882
1.53869,-9.53941,0,-0.656064,0.0261735,0.0281869,-12.7141,-10.2118,0,-11.3853
1.54668,-9.53517,0,-0.655873,0.0221468,0.0281869,-12.7049,-9.91765,0,-11.3825
1.55476,-9.53087,0,-0.655681,0.0239685,0.0281869,-12.6729,-10.2118,0,-11.3797
1.5637,-9.52609,0,-0.655489,0.0318301,0.028091,-12.6225,-12.4,0,-11.3768
1.57169,-9.52174,0,-0.655202,0.0226262,0.0281869,-12.6408,-10.2706,0,-11.3726
1.58054,-9.51691,0,-0.65501,0.022051,0.028091,-12.6958,-8.98824,0,-11.3697
1.58883,-9.51253,0,-0.654914,0.0248313,0.0281869,-12.7095,-9.07059,0,-11.3683
1.59763,-9.50763,0,-0.654626,0.0293374,0.0281869,-12.7095,-2.41176,0,-11.3641
1.60557,-9.50327,0,-0.654339,0.0322136,0.0281869,-12.6683,-9.34118,0,-11.3598
1.61521,-9.49867,0,-0.654147,0.0309672,0.0281869,-12.6591,-9.67059,0,-11.357
1.62359,-9.49331,0,-0.653763,0.0437185,0.028091,-12.6179,-10.8118,0,-11.3513
1.63155,-9.48889,0,-0.653476,0.0321177,0.028091,-12.5767,-9.97647,0,-11.347
1.63951,-9.48443,0,-0.653188,0.0293374,0.028091,-12.6087,-10.0353,0,-11.3428
1.6478,-9.47988,0,-0.652996,0.0341311,0.028091,-12.6133,-10.2118,0,-11.3399
1.65661,-9.47487,0,-0.652709,0.0354733,0.028091,-12.6133,-9.97647,0,-11.3357
1.66467,-9.47035,0,-0.652421,0.0255024,0.0281869,-12.7095,-8.27059,0,-11.3314
1.67259,-9.4658,0,-0.652229,0.026557,0.0282828,-12.7599,-7.56471,0,-11.3285
1.68063,-9.46121,0,-0.651942,0.0483204,0.0282828,-12.6866,-10.9529,0,-11.3243
1.68857,-9.45667,0,-0.651654,0.0292415,0.0281869,-12.737,-8.30588,0,-11.32
