time,tau_ref_traj,t_ld ,q_gear_meas,dq_meas,q_spring_meas,tau_sensor,rt_current,tau_esti,tau_mod
0.007854,0.00575747,0.00575747,0.199897,-0.131443,-0.0116007,3.67774,-14.5059,3.67774,4.10951
0.015768,0.0118186,0.0118186,0.198267,-0.438431,-0.0104502,2.29916,-20.3412,2.29916,4.07644
0.023751,0.0179335,0.0179335,0.194624,-0.500269,-0.00776578,0.8931,-4,0.8931,4.0025
0.031888,0.0241334,0.0241334,0.190981,-0.413024,-0.00527306,0.03206,0.223529,0.03206,3.92849
0.039883,0.0302555,0.0302555,0.187913,-0.357801,-0.00325971,-0.45342,-1.57647,-0.45342,3.86614
0.047761,0.0363034,0.0363034,0.185132,-0.296346,-0.00191748,-0.58166,3.51765,-0.58166,3.80959
0.05577,0.0424349,0.0424349,0.182927,-0.195678,-0.00153398,-0.24732,2.42353,-0.24732,3.76473
0.063913,0.0486485,0.0486485,0.181585,-0.108146,-0.00210922,0.61372,1.27059,0.61372,3.73741
0.071755,0.0546723,0.0546723,0.180722,-0.0749733,-0.00335558,1.62132,-2.94118,1.62132,3.71984
0.079751,0.0607951,0.0607951,0.179955,-0.0724806,-0.00479369,2.35412,-1.88235,2.35412,3.70423
0.087748,0.0669202,0.0669202,0.179092,-0.170847,-0.00642354,2.35412,-6.37647,2.35412,3.68666
0.095888,0.0731313,0.0731313,0.177558,-0.307947,-0.00728641,3.69148,-8.62353,3.69148,3.65541
0.103773,0.0791932,0.0791932,0.174874,-0.443416,-0.00747816,2.35412,-7.11765,2.35412,3.60072
0.111771,0.0853226,0.0853226,0.171326,-0.517718,-0.00690291,2.35412,-4.91765,2.35412,3.5284
0.119749,0.0914368,0.0914368,0.167396,-0.541495,-0.00613592,1.7862,-2.76471,1.7862,3.44821
0.127862,0.0976316,0.0976316,0.163465,-0.509665,-0.00536893,1.23202,-0.988235,1.23202,3.36797
0.135771,0.103715,0.103715,0.159917,-0.499311,-0.00508131,0.89768,-3.91765,0.89768,3.29552
0.143749,0.109833,0.109833,0.156274,-0.480136,-0.00498544,0.7786,-3.22353,0.7786,3.22106
0.151817,0.116006,0.116006,0.152631,-0.472658,-0.00498544,0.85188,-1.65882,0.85188,3.14656
0.159832,0.122152,0.122152,0.148892,-0.454154,-0.00517719,1.1221,-3.68235,1.1221,3.07005
0.167767,0.128251,0.128251,0.145153,-0.449265,-0.00527306,1.59384,-4.14118,1.59384,2.9935
0.175763,0.134384,0.134384,0.14151,-0.476685,-0.00565655,2.1068,-2.90588,2.1068,2.91888
0.184139,0.140786,0.140786,0.137771,-0.462591,-0.00604005,2.35412,-1.8,2.35412,2.84225
0.191793,0.146677,0.146677,0.133936,-0.509186,-0.00642354,2.35412,-3.82353,2.35412,2.76361
0.199752,0.152791,0.152791,0.129717,-0.592308,-0.00671117,2.35412,-4.92941,2.35412,2.67707
0.207764,0.15894,0.15894,0.125307,-0.601608,-0.00671117,91.4626,-2.98824,91.4626,2.58654
0.215917,0.165171,0.165171,0.120417,-0.673993,-0.00642354,2.3129,-4.2,2.3129,2.48611
0.223845,0.171265,0.171265,0.115624,-0.637848,-0.00594418,1.94192,-1.69412,1.94192,2.38759
0.231747,0.177351,0.177351,0.11083,-0.639766,-0.0058483,1.70376,-5.50588,1.70376,2.28901
0.239765,0.183506,0.183506,0.10642,-0.636219,-0.00604005,1.47018,-5.2,1.47018,2.19828
0.247901,0.189738,0.189738,0.10153,-0.647148,-0.0058483,1.2824,-1.97647,1.2824,2.09763
0.255889,0.195874,0.195874,0.0965449,-0.625481,-0.00556068,1.1908,-2.37647,1.1908,1.99496
0.263757,0.201938,0.201938,0.0916554,-0.554438,-0.00536893,1.3969,-0.882353,1.3969,1.89422
0.271762,0.208092,0.208092,0.0871493,-0.544659,-0.00546481,1.76788,-2.12941,1.76788,1.80133
0.279909,0.214332,0.214332,0.0829308,-0.566231,-0.0058483,2.10222,-4.92941,2.10222,1.71434
0.287756,0.220383,0.220383,0.0785206,-0.5716,-0.00613592,2.35412,-3.95294,2.35412,1.62337
0.295748,0.226527,0.226527,0.0739187,-0.63967,-0.0062318,-147.751,-3.8,-147.751,1.52841
0.303749,0.232678,0.232678,0.0692209,-0.61225,-0.00604005,-147.865,-0.917647,-147.865,1.43143
0.31187,0.238901,0.238901,0.0645231,-0.579557,-0.00604005,2.18008,-1.6,2.18008,1.33442
0.319771,0.244998,0.244998,0.0601129,-0.594705,-0.00604005,2.04726,-3.67059,2.04726,1.24333
0.32775,0.251135,0.251135,0.0557986,-0.608895,-0.0062318,1.79994,-4,1.79994,1.15419
0.337127,0.258325,0.258325,0.0512925,-0.607648,-0.00613592,1.49308,-4.03529,1.49308,1.06107
0.343848,0.263503,0.263503,0.0460194,-0.569682,-0.0058483,1.32362,-1.75294,1.32362,0.952068
0.351784,0.269624,0.269624,0.0419927,-0.560095,-0.00546481,1.29156,-1.89412,1.29156,0.868813
0.359768,0.275771,0.275771,0.0376784,-0.527114,-0.00536893,1.48392,-2.64706,1.48392,0.779596
0.368095,0.282158,0.282158,0.0337476,-0.48493,-0.00556068,1.69918,-2.56471,1.69918,0.698297
0.375895,0.288164,0.288164,0.0299126,-0.503433,-0.00565655,1.90528,-1.89412,1.90528,0.61897
0.383758,0.294237,0.294237,0.0259818,-0.517335,-0.00575243,1.95108,-2.70588,1.95108,0.537651
0.391752,0.300394,0.300394,0.022051,-0.501612,-0.00565655,1.9007,0.4,1.9007,0.456323
0.399892,0.306639,0.306639,0.018216,-0.483204,-0.00556068,1.80452,-2.48235,1.80452,0.376972
0.407898,0.312809,0.312809,0.0145728,-0.479369,-0.00556068,1.76788,-3.90588,1.76788,0.301584
0.415768,0.318891,0.318891,0.0110255,-0.454442,-0.00556068,1.75872,-2.23529,1.75872,0.228176
0.423757,0.325047,0.325047,0.0076699,-0.451086,-0.00565655,1.71292,-2.11765,1.71292,0.158732
0.431926,0.331311,0.331311,0.00460194,-0.425392,-0.0058483,1.6259,-3.63529,1.6259,0.0952401
0.439822,0.337415,0.337415,0.00143811,-0.419831,-0.0058483,1.45186,-1.05882,1.45186,0.0297626
0.447762,0.343545,0.343545,-0.00172573,-0.397876,-0.00575243,1.2595,-1.83529,1.2595,-0.0357151
0.455752,0.349706,0.349706,-0.00479369,-0.376209,-0.00556068,1.15416,-0.811765,1.15416,-0.0992084
0.463893,0.355962,0.355962,-0.0076699,-0.330285,-0.00536893,1.11294,-1.57647,1.11294,-0.158732
0.471755,0.362045,0.362045,-0.0103544,-0.304016,-0.00527306,1.19538,-0.941176,1.19538,-0.214287
0.47975,0.36821,0.36821,-0.0127512,-0.277363,-0.00527306,1.3511,0,1.3511,-0.263888
