4.448699999999999877e-02,2.195189999999999841e+01,1.999320000000000164e+01,-3.288470000000000282e-02,1.399759999999999893e-01
1.032590000000000036e-01,2.023440000000000083e+01,2.002100000000000080e+01,-3.173419999999999713e-02,1.068029999999999952e-01
1.718030000000000113e-01,2.013830000000000098e+01,2.004309999999999903e+01,-3.173419999999999713e-02,6.413960000000000494e-02
1.826119999999999965e-01,2.066949999999999932e+01,2.004560000000000031e+01,-3.202180000000000304e-02,6.068810000000000177e-02
2.496069999999999955e-01,2.089399999999999835e+01,2.004980000000000118e+01,-3.211769999999999903e-02,1.016260000000000080e-02
2.636240000000000250e-01,2.082979999999999876e+01,2.004980000000000118e+01,-3.211769999999999903e-02,9.491509999999999878e-03
2.836060000000000247e-01,2.088019999999999854e+01,2.004980000000000118e+01,-3.211769999999999903e-02,8.341019999999999338e-03
3.159660000000000246e-01,2.123750000000000071e+01,2.004980000000000118e+01,-3.230949999999999794e-02,6.902909999999999949e-03
4.200019999999999865e-01,2.099930000000000163e+01,2.004939999999999856e+01,-3.221360000000000195e-02,3.355579999999999934e-03
4.646100000000000230e-01,2.111840000000000117e+01,2.004939999999999856e+01,-3.230949999999999794e-02,2.588589999999999988e-03
4.896150000000000224e-01,2.123750000000000071e+01,2.004939999999999856e+01,-3.230949999999999794e-02,2.109220000000000192e-03
6.036150000000000126e-01,2.110460000000000136e+01,2.004939999999999856e+01,-3.221360000000000195e-02,1.054610000000000096e-03
6.359850000000000225e-01,2.121000000000000085e+01,2.004939999999999856e+01,-3.230949999999999794e-02,8.628639999999999704e-04
6.593809999999999949e-01,2.128330000000000055e+01,2.004980000000000118e+01,-3.240529999999999800e-02,6.711170000000000460e-04
7.059849999999999737e-01,2.113670000000000115e+01,2.004980000000000118e+01,-3.230949999999999794e-02,4.793689999999999974e-04
7.282440000000000024e-01,2.101300000000000168e+01,2.004980000000000118e+01,-3.230949999999999794e-02,4.793689999999999974e-04
7.506180000000000074e-01,2.113210000000000122e+01,2.004980000000000118e+01,-3.230949999999999794e-02,3.834949999999999731e-04
7.832620000000000138e-01,2.110460000000000136e+01,2.004980000000000118e+01,-3.230949999999999794e-02,2.876210000000000030e-04
8.156130000000000324e-01,2.118710000000000093e+01,2.004980000000000118e+01,-3.240529999999999800e-02,1.917479999999999944e-04
8.812449999999999450e-01,2.109550000000000125e+01,2.004980000000000118e+01,-3.230949999999999794e-02,1.917479999999999944e-04
8.939880000000000049e-01,2.106340000000000146e+01,2.004980000000000118e+01,-3.230949999999999794e-02,1.917479999999999944e-04
9.052430000000000199e-01,2.115500000000000114e+01,2.004980000000000118e+01,-3.230949999999999794e-02,1.917479999999999944e-04
9.846219999999999972e-01,2.112300000000000111e+01,2.004980000000000118e+01,-3.230949999999999794e-02,9.587379999999999676e-05
1.039609999999999923e+00,1.993220000000000169e+01,2.004980000000000118e+01,-3.230949999999999794e-02,5.752430000000000217e-04
1.074070000000000080e+00,2.187869999999999848e+01,2.005359999999999943e+01,-3.288470000000000282e-02,4.975849999999999718e-02
1.119760000000000089e+00,2.224050000000000082e+01,2.006459999999999866e+01,-3.345999999999999669e-02,6.596119999999999761e-02
1.164400000000000102e+00,2.017030000000000101e+01,2.007199999999999918e+01,-3.211769999999999903e-02,2.780339999999999895e-02
1.186900000000000066e+00,1.924520000000000053e+01,2.007329999999999970e+01,-3.154250000000000109e-02,1.188840000000000036e-02
1.245730000000000004e+00,2.129240000000000066e+01,2.007270000000000110e+01,-3.298059999999999881e-02,8.149270000000000125e-03
1.259609999999999896e+00,2.198860000000000170e+01,2.007229999999999848e+01,-3.355579999999999674e-02,6.040049999999999933e-03
1.279609999999999914e+00,2.275339999999999918e+01,2.007229999999999848e+01,-3.403520000000000156e-02,3.930829999999999741e-03
1.302240000000000064e+00,2.241910000000000025e+01,2.007229999999999848e+01,-3.384349999999999858e-02,3.067959999999999784e-03
1.312480000000000091e+00,2.208480000000000132e+01,2.007229999999999848e+01,-3.365169999999999967e-02,2.876210000000000138e-03
1.347029999999999950e+00,2.068329999999999913e+01,2.007270000000000110e+01,-3.259709999999999691e-02,2.396849999999999849e-03
1.481870000000000021e+00,2.204350000000000165e+01,2.007229999999999848e+01,-3.355579999999999674e-02,9.587379999999999947e-04
1.527849999999999930e+00,2.076569999999999894e+01,2.007270000000000110e+01,-3.269299999999999984e-02,6.711170000000000460e-04
1.538240000000000052e+00,2.052759999999999962e+01,2.007270000000000110e+01,-3.250120000000000092e-02,6.711170000000000460e-04
1.548380000000000090e+00,2.026650000000000063e+01,2.007270000000000110e+01,-3.240529999999999800e-02,5.752430000000000217e-04
1.560599999999999987e+00,2.034890000000000043e+01,2.007270000000000110e+01,-3.240529999999999800e-02,5.752430000000000217e-04
1.572480000000000100e+00,2.053669999999999973e+01,2.007270000000000110e+01,-3.250120000000000092e-02,5.752430000000000217e-04
1.606740000000000057e+00,2.131530000000000058e+01,2.007270000000000110e+01,-3.307650000000000173e-02,3.834949999999999731e-04
1.627250000000000085e+00,2.174129999999999896e+01,2.007229999999999848e+01,-3.336410000000000070e-02,3.834949999999999731e-04
1.649869999999999948e+00,2.176419999999999888e+01,2.007229999999999848e+01,-3.336410000000000070e-02,2.876210000000000030e-04
1.728359999999999896e+00,2.062829999999999941e+01,2.007270000000000110e+01,-3.269299999999999984e-02,9.587379999999999676e-05
1.752490000000000103e+00,2.089399999999999835e+01,2.007270000000000110e+01,-3.278879999999999989e-02,9.587379999999999676e-05
1.786620000000000097e+00,2.137490000000000023e+01,2.007229999999999848e+01,-3.307650000000000173e-02,-4.793689999999999974e-04
1.831760000000000055e+00,2.147100000000000009e+01,2.007199999999999918e+01,-3.307650000000000173e-02,-1.821600000000000042e-03
1.851860000000000062e+00,2.123750000000000071e+01,2.007169999999999987e+01,-3.298059999999999881e-02,-1.725729999999999972e-03
1.874730000000000008e+00,2.099010000000000176e+01,2.007199999999999918e+01,-3.288470000000000282e-02,-1.533979999999999892e-03
1.930250000000000021e+00,2.110920000000000130e+01,2.007169999999999987e+01,-3.288470000000000282e-02,-1.246359999999999959e-03
1.940239999999999965e+00,2.113670000000000115e+01,2.007169999999999987e+01,-3.288470000000000282e-02,-1.533979999999999892e-03
1.963489999999999958e+00,2.130620000000000047e+01,2.007130000000000081e+01,-3.298059999999999881e-02,-2.588589999999999988e-03
2.044830000000000148e+00,2.035810000000000031e+01,2.006589999999999918e+01,-3.230949999999999794e-02,-2.722820000000000101e-02
2.055250000000000021e+00,2.052759999999999962e+01,2.006520000000000081e+01,-3.250120000000000092e-02,-1.553159999999999957e-02
2.110879999999999868e+00,2.171379999999999910e+01,2.006080000000000041e+01,-3.307650000000000173e-02,-1.687380000000000130e-02
2.120859999999999967e+00,2.174579999999999913e+01,2.006009999999999849e+01,-3.307650000000000173e-02,-2.080459999999999948e-02
2.133249999999999869e+00,2.157179999999999964e+01,2.005880000000000152e+01,-3.298059999999999881e-02,-2.406430000000000027e-02
2.176489999999999814e+00,2.138400000000000034e+01,2.005839999999999890e+01,-3.288470000000000282e-02,-9.203879999999999353e-03
2.336860000000000159e+00,2.130160000000000053e+01,2.005839999999999890e+01,-3.278879999999999989e-02,-3.259709999999999865e-03
2.359609999999999985e+00,2.115500000000000114e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-2.876210000000000138e-03
2.450730000000000075e+00,2.123290000000000077e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-1.629849999999999962e-03
2.598489999999999966e+00,2.117790000000000106e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-6.711170000000000460e-04
2.719380000000000130e+00,2.110920000000000130e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-2.876210000000000030e-04
2.752120000000000122e+00,2.116880000000000095e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-2.876210000000000030e-04
2.775360000000000049e+00,2.121000000000000085e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-1.917479999999999944e-04
2.809359999999999857e+00,2.118710000000000093e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-1.917479999999999944e-04
2.858540000000000081e+00,2.111840000000000117e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-1.917479999999999944e-04
2.936599999999999877e+00,2.116420000000000101e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-9.587379999999999676e-05
2.968480000000000008e+00,2.114590000000000103e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-9.587379999999999676e-05
3.029360000000000053e+00,2.106800000000000139e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-9.587379999999999676e-05
3.077129999999999921e+00,2.116880000000000095e+01,2.005839999999999890e+01,-3.269299999999999984e-02,-9.587379999999999676e-05
3.120249999999999968e+00,2.099470000000000169e+01,2.005809999999999960e+01,-3.259709999999999691e-02,-1.054610000000000096e-03
3.133869999999999933e+00,2.110010000000000119e+01,2.005770000000000053e+01,-3.259709999999999691e-02,-1.821600000000000042e-03
3.143860000000000099e+00,2.095349999999999824e+01,2.005770000000000053e+01,-3.259709999999999691e-02,-2.396849999999999849e-03
3.188979999999999926e+00,2.100850000000000151e+01,2.005669999999999931e+01,-3.259709999999999691e-02,-9.875000000000000097e-03
3.222129999999999939e+00,2.087109999999999843e+01,2.005499999999999972e+01,-3.250120000000000092e-02,-1.169659999999999971e-02
3.232479999999999798e+00,2.094429999999999836e+01,2.005460000000000065e+01,-3.250120000000000092e-02,-1.351819999999999931e-02
3.266119999999999912e+00,2.085269999999999868e+01,2.005150000000000077e+01,-3.250120000000000092e-02,-1.658619999999999886e-02
3.359010000000000051e+00,2.126950000000000074e+01,2.004589999999999961e+01,-3.269299999999999984e-02,-1.236770000000000057e-02
3.383610000000000007e+00,2.142070000000000007e+01,2.004560000000000031e+01,-3.278879999999999989e-02,-9.970879999999999674e-03
3.418600000000000083e+00,2.122370000000000090e+01,2.004589999999999961e+01,-3.259709999999999691e-02,-8.149270000000000125e-03
3.443150000000000155e+00,2.101300000000000168e+01,2.004589999999999961e+01,-3.250120000000000092e-02,-7.190529999999999665e-03
3.468249999999999833e+00,2.092599999999999838e+01,2.004589999999999961e+01,-3.240529999999999800e-02,-5.944180000000000297e-03
3.488249999999999851e+00,2.093980000000000175e+01,2.004589999999999961e+01,-3.250120000000000092e-02,-5.273060000000000420e-03
3.510359999999999925e+00,2.119170000000000087e+01,2.004589999999999961e+01,-3.259709999999999691e-02,-4.601939999999999677e-03
3.523680000000000145e+00,2.124660000000000082e+01,2.004589999999999961e+01,-3.259709999999999691e-02,-4.314319999999999961e-03
3.543730000000000047e+00,2.133360000000000056e+01,2.004589999999999961e+01,-3.269299999999999984e-02,-3.834950000000000164e-03
